StartTime,Direction,TalkingDuration,Answered,CallType,CallID,Status,To
2026-06-17T14:49:31.980027+07:00,Internal,PT3.428632S,True,System,1,Answered,*30
2026-06-17T14:48:11.562001+07:00,Outbound,PT48.777097S,True,External,1,Answered,10024
2026-06-17T14:42:37.978781+07:00,Internal,PT3.123545S,True,System,1,Answered,*31
2026-06-17T14:39:13.311559+07:00,Outbound,PT3M4.870843S,True,External,1,Answered,10023
2026-06-17T14:37:47.519424+07:00,Outbound,PT2M19.150054S,True,External,1,Answered,10024
2026-06-17T14:37:06.584658+07:00,Inbound,PT9M35.758701S,True,Extension,1,Answered,0112
2026-06-17T14:37:06.008684+07:00,Inbound Queue,PT2.82665S,True,Queue,1,Waiting,8196
2026-06-17T14:36:53.743554+07:00,Inbound,PT12.006777S,True,Digital Receptionist,1,Answered,8439
2026-06-17T14:35:22.404698+07:00,Outbound,PT2M15.471564S,True,External,1,Answered,10024
2026-06-17T14:33:58.866645+07:00,Inbound,PT47.726599S,True,Extension,1,Answered,0114
2026-06-17T14:33:58.088671+07:00,Inbound Queue,PT2.644994S,True,Queue,1,Waiting,8196
2026-06-17T14:33:45.807572+07:00,Inbound,PT12.159204S,True,Digital Receptionist,1,Answered,8439
2026-06-17T14:30:40.745316+07:00,Outbound,PT4M35.933962S,True,External,1,Answered,10024
2026-06-17T14:29:36.219957+07:00,Inbound,PT3M43.020164S,True,Extension,1,Answered,0112
2026-06-17T14:29:35.535058+07:00,Inbound Queue,PT2.644618S,True,Queue,1,Waiting,8196
2026-06-17T14:29:23.375271+07:00,Inbound,PT12.057S,True,Digital Receptionist,1,Answered,8439
2026-06-17T14:28:57.27861+07:00,Internal,PT3.515751S,True,System,1,Answered,*30
2026-06-17T14:29:23.165133+07:00,Inbound,PT3M52.568382S,True,Extension,1,Answered,0114
2026-06-17T14:29:22.370071+07:00,Inbound Queue,PT2.252599S,True,Queue,1,Waiting,8196
2026-06-17T14:29:10.198816+07:00,Inbound,PT12.151894S,True,Digital Receptionist,1,Answered,8439
2026-06-17T14:28:43.720919+07:00,Inbound,PT1M49.617765S,True,Extension,1,Answered,0113
2026-06-17T14:28:42.939943+07:00,Inbound Queue,PT2.432617S,True,Queue,1,Waiting,8196
2026-06-17T14:28:30.766761+07:00,Inbound,PT12.149612S,True,Digital Receptionist,1,Answered,8439
2026-06-17T14:26:53.192067+07:00,Internal,PT3.122412S,True,System,1,Answered,*31
2026-06-17T14:25:38.109833+07:00,Inbound,PT24.297843S,True,Extension,1,Answered,0112
2026-06-17T14:25:37.908482+07:00,Inbound Queue,PT13.780177S,True,Queue,1,Waiting,8196
2026-06-17T14:25:25.736896+07:00,Inbound,PT12.068934S,True,Digital Receptionist,1,Answered,8439
2026-06-17T14:04:13.710532+07:00,Outbound,PT0S,False,External,1,Unanswered,10024
2026-06-17T13:54:27.653159+07:00,Inbound,PT1M3.422999S,True,Extension,1,Answered,0114
2026-06-17T13:54:26.911592+07:00,Inbound Queue,PT3.058059S,True,Queue,1,Waiting,8196
2026-06-17T13:54:14.738721+07:00,Inbound,PT12.072948S,True,Digital Receptionist,1,Answered,8439
2026-06-17T13:52:10.657412+07:00,Outbound,PT2M52.232634S,True,External,1,Answered,10024
2026-06-17T13:51:55.372509+07:00,Outbound,PT9.924954S,True,External,1,Answered,10024
2026-06-17T13:52:44.049076+07:00,Inbound,PT10M16.060306S,True,Extension,1,Answered,0113
2026-06-17T13:52:43.332022+07:00,Inbound Queue,PT2.682306S,True,Queue,1,Waiting,8196
2026-06-17T13:52:31.175167+07:00,Inbound,PT12.020539S,True,Digital Receptionist,1,Answered,8439
2026-06-17T13:49:12.162007+07:00,Internal,PT3.522786S,True,System,1,Answered,*30
2026-06-17T13:39:24.457102+07:00,Internal,PT3.565348S,True,System,1,Answered,*30
2026-06-17T13:39:10.753667+07:00,Internal,PT3.126665S,True,System,1,Answered,*31
2026-06-17T13:38:54.509265+07:00,Outbound,PT12M45.028114S,True,External,1,Answered,10024
2026-06-17T13:37:31.41227+07:00,Outbound,PT1M11.382454S,True,External,1,Answered,10024
2026-06-17T13:36:02.748309+07:00,Inbound,PT1M48.583493S,True,Extension,1,Answered,0114
2026-06-17T13:34:37.969218+07:00,Inbound Queue,PT1M26.987944S,True,Queue,1,Waiting,8196
2026-06-17T13:34:25.695289+07:00,Inbound,PT12.071803S,True,Digital Receptionist,1,Answered,8439
2026-06-17T13:32:51.805631+07:00,Internal,PT3.125916S,True,System,1,Answered,*31
2026-06-17T13:32:51.320802+07:00,Inbound,PT3M7.747586S,True,Extension,1,Answered,0114
2026-06-17T13:32:50.672966+07:00,Inbound Queue,PT2.165121S,True,Queue,1,Waiting,8196
2026-06-17T13:32:38.404215+07:00,Inbound,PT12.06655S,True,Digital Receptionist,1,Answered,8439
2026-06-17T13:26:00.48166+07:00,Outbound,PT10M11.575237S,True,External,1,Answered,10024
2026-06-17T13:24:35.20488+07:00,Inbound,PT1M7.895287S,True,Extension,1,Answered,0113
2026-06-17T13:24:34.408746+07:00,Inbound Queue,PT2.572476S,True,Queue,1,Waiting,8196
2026-06-17T13:24:22.140345+07:00,Inbound,PT12.148519S,True,Digital Receptionist,1,Answered,8439
2026-06-17T13:24:01.099216+07:00,Inbound Queue,PT3.836704S,True,Queue,1,Waiting,8048
2026-06-17T13:23:30.66535+07:00,Inbound,PT28.688502S,True,Extension,1,Answered,0112
2026-06-17T13:23:30.457396+07:00,Inbound Queue,PT1.972593S,True,Queue,1,Waiting,8196
2026-06-17T13:23:18.186314+07:00,Inbound,PT12.070985S,True,Digital Receptionist,1,Answered,8439
2026-06-17T13:20:20.705168+07:00,Outbound,PT2M35.344123S,True,External,1,Answered,10024
2026-06-17T13:20:04.451585+07:00,Outbound,PT12.666674S,True,External,1,Answered,10024
2026-06-17T13:19:49.325525+07:00,Outbound,PT11.845906S,True,External,1,Answered,10024
2026-06-17T13:18:57.725241+07:00,Outbound,PT0S,False,External,1,Unanswered,10023
2026-06-17T13:17:01.121271+07:00,Inbound,PT1M58.097306S,True,Extension,1,Answered,0114
2026-06-17T13:17:00.434894+07:00,Inbound Queue,PT3.113444S,True,Queue,1,Waiting,8196
2026-06-17T13:16:48.38575+07:00,Inbound,PT11.997576S,True,Digital Receptionist,1,Answered,8439
2026-06-17T13:13:28.901814+07:00,Internal,PT3.428719S,True,System,1,Answered,*30
2026-06-17T13:13:48.054625+07:00,Inbound,PT6M26.707173S,True,Extension,1,Answered,0113
2026-06-17T13:13:47.382929+07:00,Inbound Queue,PT2.848703S,True,Queue,1,Waiting,8196
2026-06-17T13:13:35.269449+07:00,Inbound,PT12.103322S,True,Digital Receptionist,1,Answered,8439
2026-06-17T13:12:17.88386+07:00,Internal,PT3.110966S,True,System,1,Answered,*31
2026-06-17T13:06:48.358417+07:00,Internal,PT3.526402S,True,System,1,Answered,*30
2026-06-17T13:05:40.756668+07:00,Internal,PT3.515193S,True,System,1,Answered,*30
2026-06-17T13:04:48.205871+07:00,Internal,PT3.530349S,True,System,1,Answered,*30
2026-06-17T13:00:55.789832+07:00,Inbound,PT17.811975S,True,Digital Receptionist,1,Answered,8440
2026-06-17T13:00:55.505009+07:00,Inbound Queue,PT0.318242S,True,Queue,1,Unanswered,8196
2026-06-17T13:00:43.144625+07:00,Inbound,PT12.142332S,True,Digital Receptionist,1,Answered,8439
2026-06-17T12:26:34.096033+07:00,Inbound,PT8.96705S,True,Digital Receptionist,1,Answered,8442
2026-06-17T12:26:34.090962+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-17T12:19:01.616866+07:00,Inbound,PT7.441923S,True,Digital Receptionist,1,Answered,8442
2026-06-17T12:19:01.514657+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-17T12:03:15.787249+07:00,Internal,PT3.025944S,True,System,1,Answered,*31
2026-06-17T12:01:41.273014+07:00,Internal,PT3.126431S,True,System,1,Answered,*31
2026-06-17T12:01:36.476736+07:00,Internal,PT3.139729S,True,System,1,Answered,*31
2026-06-17T11:43:41.480837+07:00,Internal,PT3.525471S,True,System,1,Answered,*30
2026-06-17T11:43:37.830865+07:00,Inbound,PT3M54.980411S,True,Extension,1,Answered,0112
2026-06-17T11:43:37.617782+07:00,Inbound Queue,PT2.116969S,True,Queue,1,Waiting,8196
2026-06-17T11:43:25.251494+07:00,Inbound,PT12.066791S,True,Digital Receptionist,1,Answered,8439
2026-06-17T11:41:41.897899+07:00,Outbound,PT2M43.93297S,True,External,1,Answered,10024
2026-06-17T11:36:52.962927+07:00,Internal,PT3.02836S,True,System,1,Answered,*31
2026-06-17T11:35:56.404456+07:00,Inbound,PT2M8.336083S,True,Extension,1,Answered,0113
2026-06-17T11:35:55.611814+07:00,Inbound Queue,PT4.823946S,True,Queue,1,Waiting,8196
2026-06-17T11:35:43.343186+07:00,Inbound,PT12.148471S,True,Digital Receptionist,1,Answered,8439
2026-06-17T11:30:35.872117+07:00,Outbound,PT7M28.01476S,True,External,1,Answered,10024
2026-06-17T11:29:50.497669+07:00,Internal,PT3.499805S,True,System,1,Answered,*30
2026-06-17T11:27:39.336728+07:00,Internal,PT3.467002S,True,System,1,Answered,*30
2026-06-17T11:26:49.023522+07:00,Internal,PT3.529369S,True,System,1,Answered,*30
2026-06-17T11:23:47.00804+07:00,Outbound,PT0S,False,External,1,Unanswered,10024
2026-06-17T11:26:53.023323+07:00,Inbound,PT5M27.4389S,True,Extension,1,Answered,0114
2026-06-17T11:24:08.610289+07:00,Inbound Queue,PT2M46.971622S,True,Queue,1,Waiting,8196
2026-06-17T11:23:56.345462+07:00,Inbound,PT12.006509S,True,Digital Receptionist,1,Answered,8439
2026-06-17T11:23:18.571607+07:00,Internal,PT3.188076S,True,System,1,Answered,*31
2026-06-17T11:23:46.710928+07:00,Inbound,PT3M13.241031S,True,Extension,1,Answered,0112
2026-06-17T11:23:20.546437+07:00,Inbound Queue,PT29.209639S,True,Queue,1,Waiting,8196
2026-06-17T11:23:08.470466+07:00,Inbound,PT11.981964S,True,Digital Receptionist,1,Answered,8439
2026-06-17T11:22:35.629161+07:00,Internal,PT0S,False,System,1,Unanswered,0113
2026-06-17T11:22:29.477085+07:00,Internal,PT0S,False,System,1,Unanswered,0113
2026-06-17T11:22:16.817011+07:00,Outbound,PT1M24.036561S,True,External,1,Answered,10024
2026-06-17T11:22:16.692217+07:00,Inbound,PT1M23.830591S,True,Extension,1,Answered,0112
2026-06-17T11:22:16.498252+07:00,Inbound Queue,PT3.818708S,True,Queue,1,Waiting,8196
2026-06-17T11:22:04.22675+07:00,Inbound,PT12.071082S,True,Digital Receptionist,1,Answered,8439
2026-06-17T11:20:46.397812+07:00,Inbound,PT1.525857S,True,Digital Receptionist,1,Answered,8439
2026-06-17T11:19:41.93941+07:00,Outbound,PT1M55.784824S,True,External,1,Answered,10024
2026-06-17T11:19:41.805463+07:00,Inbound,PT1M55.766714S,True,Extension,1,Answered,0114
2026-06-17T11:19:41.146508+07:00,Inbound Queue,PT5.927984S,True,Queue,1,Waiting,8196
2026-06-17T11:19:28.813531+07:00,Inbound,PT12.056086S,True,Digital Receptionist,1,Answered,8439
2026-06-17T11:10:55.072312+07:00,Outbound,PT4M0.848504S,True,External,1,Answered,10023
2026-06-17T11:10:54.953565+07:00,Inbound,PT4M0.569989S,True,Extension,1,Answered,0113
2026-06-17T11:10:54.178497+07:00,Inbound Queue,PT6.175758S,True,Queue,1,Waiting,8196
2026-06-17T11:10:42.00168+07:00,Inbound,PT12.122034S,True,Digital Receptionist,1,Answered,8439
2026-06-17T11:07:49.669742+07:00,Outbound,PT5M22.781892S,True,External,1,Answered,10024
2026-06-17T11:07:49.573407+07:00,Inbound,PT5M22.821683S,True,Extension,1,Answered,0112
2026-06-17T11:07:48.958432+07:00,Inbound Queue,PT6.332245S,True,Queue,1,Waiting,8196
2026-06-17T11:07:36.737509+07:00,Inbound,PT11.86466S,True,Digital Receptionist,1,Answered,8439
2026-06-17T10:56:13.678456+07:00,Outbound,PT3M36.399251S,True,External,1,Answered,10024
2026-06-17T10:56:13.568824+07:00,Inbound,PT3M36.503639S,True,Extension,1,Answered,0114
2026-06-17T10:56:12.860625+07:00,Inbound Queue,PT6.431377S,True,Queue,1,Waiting,8196
2026-06-17T10:56:00.694802+07:00,Inbound,PT12.067826S,True,Digital Receptionist,1,Answered,8439
2026-06-17T10:44:24.12112+07:00,Outbound,PT1M59.379807S,True,External,1,Answered,10024
2026-06-17T10:44:23.864148+07:00,Inbound,PT1M59.346672S,True,Extension,1,Answered,0113
2026-06-17T10:44:23.200941+07:00,Inbound Queue,PT6.736529S,True,Queue,1,Waiting,8196
2026-06-17T10:44:11.136766+07:00,Inbound,PT12.041462S,True,Digital Receptionist,1,Answered,8439
2026-06-17T10:38:08.031857+07:00,Outbound,PT1M9.157564S,True,External,1,Answered,10024
2026-06-17T10:37:53.085965+07:00,Outbound,PT0S,False,External,1,Unanswered,10024
2026-06-17T10:38:07.972358+07:00,Inbound,PT1M9.044434S,True,Extension,1,Answered,0112
2026-06-17T10:37:52.809443+07:00,Inbound Queue,PT23.310037S,True,Queue,1,Waiting,8196
2026-06-17T10:37:40.915707+07:00,Inbound,PT11.903118S,True,Digital Receptionist,1,Answered,8439
2026-06-17T10:03:43.953559+07:00,Outbound,PT0S,False,External,1,Unanswered,10024
2026-06-17T10:03:43.056559+07:00,Inbound Queue,PT4.955346S,True,Queue,1,Unanswered,8196
2026-06-17T10:03:30.890733+07:00,Inbound,PT12.145281S,True,Digital Receptionist,1,Answered,8439
2026-06-17T10:01:46.558474+07:00,Internal,PT4.33923S,True,System,1,Answered,*33
2026-06-17T10:00:03.527785+07:00,Internal,PT4.532037S,True,System,1,Answered,*34
2026-06-17T09:56:03.56887+07:00,Internal,PT4.340754S,True,System,1,Answered,*33
2026-06-17T09:55:51.610936+07:00,Inbound,PT4M2.892055S,True,Extension,1,Answered,0112
2026-06-17T09:55:51.445955+07:00,Inbound Queue,PT4.360444S,True,Queue,1,Waiting,8196
2026-06-17T09:55:39.175166+07:00,Inbound,PT11.972967S,True,Digital Receptionist,1,Answered,8439
2026-06-17T09:53:42.638647+07:00,Internal,PT4.43122S,True,System,1,Answered,*33
2026-06-17T09:51:27.800368+07:00,Internal,PT3.528241S,True,System,1,Answered,*30
2026-06-17T09:44:46.885798+07:00,Inbound,PT1M22.619194S,True,Extension,1,Answered,0114
2026-06-17T09:44:46.176777+07:00,Inbound Queue,PT3.207571S,True,Queue,1,Waiting,8196
2026-06-17T09:44:33.90892+07:00,Inbound,PT12.067348S,True,Digital Receptionist,1,Answered,8439
2026-06-17T09:43:45.778585+07:00,Internal,PT3.025178S,True,System,1,Answered,*31
2026-06-17T09:24:58.201332+07:00,Outbound,PT12M12.557536S,True,External,1,Answered,10024
2026-06-17T09:08:25.576383+07:00,Inbound,PT7M22.142275S,True,Extension,1,Answered,0112
2026-06-17T09:08:24.875355+07:00,Inbound Queue,PT3.433899S,True,Queue,1,Waiting,8196
2026-06-17T09:08:12.607003+07:00,Inbound,PT12.147949S,True,Digital Receptionist,1,Answered,8439
2026-06-17T09:02:36.610937+07:00,Internal,PT3.551951S,True,System,1,Answered,*30
2026-06-17T08:51:54.903281+07:00,Internal,PT3.543759S,True,System,1,Answered,*30
2026-06-17T08:36:03.732183+07:00,Inbound,PT11.78187S,True,Digital Receptionist,1,Answered,8441
2026-06-17T08:36:03.630004+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-17T08:23:36.781148+07:00,Internal,PT3.531712S,True,System,1,Answered,*30
2026-06-16T18:58:07.79003+07:00,Inbound,PT15.093403S,True,Digital Receptionist,1,Answered,8441
2026-06-16T18:58:07.687051+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-16T17:53:49.531789+07:00,Inbound,PT10.592561S,True,Digital Receptionist,1,Answered,8441
2026-06-16T17:53:49.445939+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-16T17:48:39.539709+07:00,Inbound,PT7.477994S,True,Digital Receptionist,1,Answered,8441
2026-06-16T17:48:39.527646+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-16T17:16:59.316235+07:00,Inbound,PT8.017971S,True,Digital Receptionist,1,Answered,8441
2026-06-16T17:16:59.293586+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-16T17:03:29.413929+07:00,Internal,PT3.087458S,True,System,1,Answered,*31
2026-06-16T17:03:26.192317+07:00,Internal,PT3.114857S,True,System,1,Answered,*31
2026-06-16T17:00:14.642029+07:00,Internal,PT3.128706S,True,System,1,Answered,*31
2026-06-16T16:15:07.837922+07:00,Internal,PT3.574801S,True,System,1,Answered,*30
2026-06-16T16:07:44.550884+07:00,Inbound,PT28.482517S,True,Extension,1,Answered,0113
2026-06-16T16:07:43.84124+07:00,Inbound Queue,PT2.490551S,True,Queue,1,Waiting,8196
2026-06-16T16:07:31.771147+07:00,Inbound,PT12.04945S,True,Digital Receptionist,1,Answered,8439
2026-06-16T15:58:18.281942+07:00,Internal,PT3.529287S,True,System,1,Answered,*30
2026-06-16T15:48:58.753528+07:00,Internal,PT3.032208S,True,System,1,Answered,*31
2026-06-16T15:47:21.643999+07:00,Internal,PT3.51426S,True,System,1,Answered,*30
2026-06-16T15:47:16.104419+07:00,Internal,PT3.438943S,True,System,1,Answered,*30
2026-06-16T15:46:34.543712+07:00,Internal,PT3.124636S,True,System,1,Answered,*31
2026-06-16T15:46:30.141424+07:00,Internal,PT3.133417S,True,System,1,Answered,*31
2026-06-16T15:46:29.608859+07:00,Internal,PT3.12514S,True,System,1,Answered,*31
2026-06-16T15:35:52.53016+07:00,Internal,PT3.531506S,True,System,1,Answered,*30
2026-06-16T15:35:05.184862+07:00,Internal,PT3.127588S,True,System,1,Answered,*31
2026-06-16T15:30:47.180954+07:00,Outbound,PT9M4.597993S,True,External,1,Answered,10024
2026-06-16T15:29:26.443817+07:00,Outbound,PT1M12.446825S,True,External,1,Answered,10023
2026-06-16T15:27:33.037044+07:00,Inbound,PT43.527376S,True,Extension,1,Answered,0114
2026-06-16T15:27:32.431527+07:00,Inbound Queue,PT2.176771S,True,Queue,1,Waiting,8196
2026-06-16T15:27:20.406655+07:00,Inbound,PT11.865318S,True,Digital Receptionist,1,Answered,8439
2026-06-16T15:25:51.159364+07:00,Outbound,PT3M41.122468S,True,External,1,Answered,10024
2026-06-16T15:25:30.743421+07:00,Internal,PT3.538046S,True,System,1,Answered,*30
2026-06-16T15:25:30.270944+07:00,Outbound,PT2.814085S,True,External,1,Answered,10024
2026-06-16T15:25:00.875549+07:00,Outbound,PT17.717463S,True,External,1,Answered,10024
2026-06-16T15:20:28.933844+07:00,Inbound,PT7.954553S,True,Digital Receptionist,1,Answered,8439
2026-06-16T15:12:21.636815+07:00,Internal,PT3.125911S,True,System,1,Answered,*31
2026-06-16T15:06:31.41319+07:00,Internal,PT3.511768S,True,System,1,Answered,*30
2026-06-16T15:06:14.082482+07:00,Inbound,PT16M46.683162S,True,Extension,1,Answered,0113
2026-06-16T15:06:13.431572+07:00,Inbound Queue,PT2.225006S,True,Queue,1,Waiting,8196
2026-06-16T15:06:01.269355+07:00,Inbound,PT12.061567S,True,Digital Receptionist,1,Answered,8439
2026-06-16T15:06:04.08637+07:00,Inbound,PT1M52.58698S,True,Extension,1,Answered,0112
2026-06-16T15:06:03.484284+07:00,Inbound Queue,PT3.074522S,True,Queue,1,Waiting,8196
2026-06-16T15:05:51.316773+07:00,Inbound,PT12.038859S,True,Digital Receptionist,1,Answered,8439
2026-06-16T14:56:59.887985+07:00,Outbound,PT4M3.412358S,True,External,1,Answered,10024
2026-06-16T14:52:23.535317+07:00,Internal,PT3.12854S,True,System,1,Answered,*31
2026-06-16T14:47:33.597009+07:00,Inbound,PT2M8.042597S,True,Extension,1,Answered,0114
2026-06-16T14:47:32.809775+07:00,Inbound Queue,PT2.761047S,True,Queue,1,Waiting,8196
2026-06-16T14:47:20.747636+07:00,Inbound,PT12.063298S,True,Digital Receptionist,1,Answered,8439
2026-06-16T14:46:45.60652+07:00,Inbound,PT2M39.264273S,True,Extension,1,Answered,0113
2026-06-16T14:46:45.037357+07:00,Inbound Queue,PT2.741515S,True,Queue,1,Waiting,8196
2026-06-16T14:46:32.801599+07:00,Inbound,PT11.963261S,True,Digital Receptionist,1,Answered,8439
2026-06-16T14:41:52.08637+07:00,Outbound,PT41.160752S,True,External,1,Answered,10024
2026-06-16T14:40:13.712947+07:00,Outbound,PT1M19.078717S,True,External,1,Answered,10024
2026-06-16T14:39:26.192808+07:00,Inbound Queue,PT2.141229S,True,Queue,1,Waiting,8048
2026-06-16T14:38:54.626053+07:00,Inbound,PT25.580567S,True,Extension,1,Answered,0112
2026-06-16T14:38:54.014223+07:00,Inbound Queue,PT6.61573S,True,Queue,1,Waiting,8196
2026-06-16T14:38:41.843784+07:00,Inbound,PT11.955344S,True,Digital Receptionist,1,Answered,8439
2026-06-16T14:35:15.141941+07:00,Internal,PT3.504976S,True,System,1,Answered,*30
2026-06-16T14:35:04.544226+07:00,Inbound,PT4M28.21474S,True,Extension,1,Answered,0114
2026-06-16T14:35:03.920382+07:00,Inbound Queue,PT3.46848S,True,Queue,1,Waiting,8196
2026-06-16T14:34:51.756033+07:00,Inbound,PT11.963353S,True,Digital Receptionist,1,Answered,8439
2026-06-16T14:32:55.162712+07:00,Internal,PT3.136616S,True,System,1,Answered,*31
2026-06-16T14:31:59.006035+07:00,Inbound,PT6M37.347442S,True,Extension,1,Answered,0112
2026-06-16T14:31:58.318031+07:00,Inbound Queue,PT6.320636S,True,Queue,1,Waiting,8196
2026-06-16T14:31:46.23569+07:00,Inbound,PT12.160349S,True,Digital Receptionist,1,Answered,8439
2026-06-16T14:29:32.624734+07:00,Outbound,PT2M19.46786S,True,External,1,Answered,10024
2026-06-16T14:22:00.411043+07:00,Internal,PT3.520868S,True,System,1,Answered,*30
2026-06-16T14:18:03.563845+07:00,Inbound,PT2M41.181887S,True,Extension,1,Answered,0114
2026-06-16T14:18:02.924983+07:00,Inbound Queue,PT3.55008S,True,Queue,1,Waiting,8196
2026-06-16T14:17:50.653901+07:00,Inbound,PT12.071277S,True,Digital Receptionist,1,Answered,8439
2026-06-16T14:06:07.267089+07:00,Internal,PT3.114789S,True,System,1,Answered,*31
2026-06-16T14:03:23.067564+07:00,Inbound Queue,PT5.77533S,True,Queue,1,Waiting,8048
2026-06-16T14:02:39.690871+07:00,Inbound,PT41.32176S,True,Extension,1,Answered,0113
2026-06-16T14:02:38.982655+07:00,Inbound Queue,PT2.733768S,True,Queue,1,Waiting,8196
2026-06-16T14:02:26.739104+07:00,Inbound,PT12.044067S,True,Digital Receptionist,1,Answered,8439
2026-06-16T13:53:25.336836+07:00,Internal,PT3.530066S,True,System,1,Answered,*30
2026-06-16T13:51:26.714048+07:00,Internal,PT3.101699S,True,System,1,Answered,*31
2026-06-16T13:51:13.321588+07:00,Internal,PT3.422905S,True,System,1,Answered,*30
2026-06-16T13:48:51.238425+07:00,Internal,PT3.128521S,True,System,1,Answered,*31
2026-06-16T13:45:54.662364+07:00,Internal,PT3.528719S,True,System,1,Answered,*30
2026-06-16T13:45:46.701648+07:00,Inbound,PT58.026983S,True,Extension,1,Answered,0112
2026-06-16T13:45:46.061667+07:00,Inbound Queue,PT3.29681S,True,Queue,1,Waiting,8196
2026-06-16T13:45:34.030652+07:00,Inbound,PT11.863327S,True,Digital Receptionist,1,Answered,8439
2026-06-16T13:39:47.447815+07:00,Inbound,PT3M38.259909S,True,Extension,1,Answered,0114
2026-06-16T13:39:47.152775+07:00,Inbound Queue,PT2.392984S,True,Queue,1,Waiting,8196
2026-06-16T13:39:34.991679+07:00,Inbound,PT12.143618S,True,Digital Receptionist,1,Answered,8439
2026-06-16T13:21:32.422013+07:00,Internal,PT3.054798S,True,System,1,Answered,*31
2026-06-16T13:19:18.716523+07:00,Inbound,PT2M11.892239S,True,Extension,1,Answered,0112
2026-06-16T13:17:49.133414+07:00,Inbound,PT1M28.833774S,True,Extension,1,Answered,0113
2026-06-16T13:17:48.836395+07:00,Inbound Queue,PT2.356189S,True,Queue,1,Waiting,8196
2026-06-16T13:17:36.57226+07:00,Inbound,PT12.144493S,True,Digital Receptionist,1,Answered,8439
2026-06-16T13:12:21.890316+07:00,Inbound,PT1M11.324694S,True,Extension,1,Answered,0112
2026-06-16T13:12:21.737365+07:00,Inbound Queue,PT2.259947S,True,Queue,1,Waiting,8196
2026-06-16T13:12:09.570894+07:00,Inbound,PT11.946685S,True,Digital Receptionist,1,Answered,8439
2026-06-16T13:10:03.614897+07:00,Internal,PT2M19.567658S,True,Extension,1,Answered,0341
2026-06-16T13:10:03.407694+07:00,Internal,PT2.589771S,True,Queue,1,Waiting,8048
2026-06-16T13:08:50.564914+07:00,Internal,PT3.434681S,True,System,1,Answered,*30
2026-06-16T13:09:30.526944+07:00,Inbound,PT2M21.233873S,True,Extension,1,Answered,0114
2026-06-16T13:09:29.875972+07:00,Inbound Queue,PT3.650161S,True,Queue,1,Waiting,8196
2026-06-16T13:09:17.86447+07:00,Inbound,PT12.060553S,True,Digital Receptionist,1,Answered,8439
2026-06-16T13:07:58.937934+07:00,Internal,PT3.529254S,True,System,1,Answered,*30
2026-06-16T13:03:06.698094+07:00,Internal,PT3.430312S,True,System,1,Answered,*30
2026-06-16T12:31:38.793364+07:00,Inbound,PT20.51364S,True,Digital Receptionist,1,Answered,8442
2026-06-16T12:31:38.689857+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-16T12:19:06.523634+07:00,Inbound,PT17.106605S,True,Digital Receptionist,1,Answered,8442
2026-06-16T12:19:06.420633+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-16T12:15:47.343287+07:00,Inbound,PT6.358575S,True,Digital Receptionist,1,Answered,8442
2026-06-16T12:15:47.239962+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-16T12:11:05.395818+07:00,Inbound,PT10.399465S,True,Digital Receptionist,1,Answered,8442
2026-06-16T12:11:05.29357+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-16T12:05:21.672198+07:00,Inbound,PT7.890042S,True,Digital Receptionist,1,Answered,8442
2026-06-16T12:05:21.666954+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-06-16T12:00:27.691992+07:00,Internal,PT3.097211S,True,System,1,Answered,*31
2026-06-16T11:59:45.199635+07:00,Internal,PT3.13457S,True,System,1,Answered,*31
2026-06-16T11:36:26.249727+07:00,Inbound,PT7M19.40637S,True,Extension,1,Answered,0113
2026-06-16T11:36:25.550117+07:00,Inbound Queue,PT2.929584S,True,Queue,1,Waiting,8196
2026-06-16T11:36:13.193031+07:00,Inbound,PT12.138526S,True,Digital Receptionist,1,Answered,8439
2026-06-16T11:24:17.994384+07:00,Inbound,PT2M23.107439S,True,Extension,1,Answered,0112
2026-06-16T11:24:17.209569+07:00,Inbound Queue,PT3.037794S,True,Queue,1,Waiting,8196
2026-06-16T11:24:04.930871+07:00,Inbound,PT12.159473S,True,Digital Receptionist,1,Answered,8439
2026-06-16T11:20:26.924555+07:00,Internal,PT3.5217S,True,System,1,Answered,*30
2026-06-16T11:20:18.334051+07:00,Inbound,PT2M43.327765S,True,Extension,1,Answered,0114
2026-06-16T11:20:17.612896+07:00,Inbound Queue,PT2.722844S,True,Queue,1,Waiting,8196
2026-06-16T11:20:05.349962+07:00,Inbound,PT12.142588S,True,Digital Receptionist,1,Answered,8439
